2024-07-08 14:01:15 - Could not detect default configuration classes for test class [com.wifi.WifiApplicationTests]: WifiApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-07-08 14:01:15 - Found @SpringBootConfiguration com.wifi.WifiApplication for test class com.wifi.WifiApplicationTests
2024-07-08 14:01:15 - Starting WifiApplicationTests using Java 17.0.11 with PID 15408 (started by WT in E:\IdeaProjects\wifi)
2024-07-08 14:01:15 - No active profile set, falling back to 1 default profile: "default"
2024-07-08 14:01:16 - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-07-08 14:01:16 - Finished Spring Data repository scanning in 36 ms. Found 1 JPA repository interface.
2024-07-08 14:01:16 - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-07-08 14:01:16 - HHH000412: Hibernate ORM core version 6.4.9.Final
2024-07-08 14:01:16 - HHH000026: Second-level cache disabled
2024-07-08 14:01:16 - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-07-08 14:01:16 - HikariPool-1 - Starting...
2024-07-08 14:01:17 - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4bf8b77
2024-07-08 14:01:17 - HikariPool-1 - Start completed.
2024-07-08 14:01:17 - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-07-08 14:01:18 - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-07-08 14:01:18 - 

Using generated security password: 4dba784e-fee2-48dc-8a7f-b608d4d25df1

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-07-08 14:01:18 - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@78a0d664, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1237aa73, org.springframework.security.web.context.SecurityContextHolderFilter@45689582, org.springframework.security.web.header.HeaderWriterFilter@174aabb2, org.springframework.web.filter.CorsFilter@1dbb9a4a, org.springframework.security.web.authentication.logout.LogoutFilter@20040c6e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@12a7515b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4199761d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@60e5b3a8, org.springframework.security.web.access.ExceptionTranslationFilter@38dc1c50, org.springframework.security.web.access.intercept.AuthorizationFilter@5cdf61d]
2024-07-08 14:01:18 - Started WifiApplicationTests in 3.58 seconds (process running for 4.469)
2024-07-08 14:01:19 - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-07-08 14:01:19 - HikariPool-1 - Shutdown initiated...
2024-07-08 14:01:19 - HikariPool-1 - Shutdown completed.
2024-07-08 14:25:50 - Could not detect default configuration classes for test class [com.wifi.WifiApplicationTests]: WifiApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-07-08 14:25:50 - Found @SpringBootConfiguration com.wifi.WifiApplication for test class com.wifi.WifiApplicationTests
2024-07-08 14:25:51 - Starting WifiApplicationTests using Java 17.0.11 with PID 17936 (started by WT in E:\IdeaProjects\wifi)
2024-07-08 14:25:51 - No active profile set, falling back to 1 default profile: "default"
2024-07-08 14:25:51 - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-07-08 14:25:51 - Finished Spring Data repository scanning in 42 ms. Found 1 JPA repository interface.
2024-07-08 14:25:52 - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-07-08 14:25:52 - HHH000412: Hibernate ORM core version 6.4.9.Final
2024-07-08 14:25:52 - HHH000026: Second-level cache disabled
2024-07-08 14:25:52 - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-07-08 14:25:52 - HikariPool-1 - Starting...
2024-07-08 14:25:53 - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@410382cb
2024-07-08 14:25:53 - HikariPool-1 - Start completed.
2024-07-08 14:25:53 - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-07-08 14:25:53 - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-07-08 14:25:54 - 

Using generated security password: 2ebd39e4-9f8d-4dc0-8375-62d9ea5d373a

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-07-08 14:25:54 - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@73d7e7aa, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@349686e8, org.springframework.security.web.context.SecurityContextHolderFilter@186e254, org.springframework.security.web.header.HeaderWriterFilter@135f160e, org.springframework.web.filter.CorsFilter@5c3e7128, org.springframework.security.web.authentication.logout.LogoutFilter@3a5c6009, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@39ee07a9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@77f95e19, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5ce03a9d, org.springframework.security.web.access.ExceptionTranslationFilter@25630ede, org.springframework.security.web.access.intercept.AuthorizationFilter@48861d1]
2024-07-08 14:25:54 - Started WifiApplicationTests in 3.586 seconds (process running for 4.529)
2024-07-08 14:25:55 - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-07-08 14:25:55 - HikariPool-1 - Shutdown initiated...
2024-07-08 14:25:55 - HikariPool-1 - Shutdown completed.
2024-07-08 14:44:38 - Could not detect default configuration classes for test class [com.wifi.WifiApplicationTests]: WifiApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-07-08 14:44:38 - Found @SpringBootConfiguration com.wifi.WifiApplication for test class com.wifi.WifiApplicationTests
2024-07-08 14:44:38 - Starting WifiApplicationTests using Java 17.0.11 with PID 21264 (started by WT in E:\IdeaProjects\wifi)
2024-07-08 14:44:38 - No active profile set, falling back to 1 default profile: "default"
2024-07-08 14:44:39 - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-07-08 14:44:39 - Finished Spring Data repository scanning in 40 ms. Found 1 JPA repository interface.
2024-07-08 14:44:39 - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-07-08 14:44:39 - HHH000412: Hibernate ORM core version 6.4.9.Final
2024-07-08 14:44:39 - HHH000026: Second-level cache disabled
2024-07-08 14:44:39 - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-07-08 14:44:39 - HikariPool-1 - Starting...
2024-07-08 14:44:44 - HikariPool-1 - Exception during pool initialization.
java.sql.SQLException: null,  message from server: "Host '218.249.50.154' is not allowed to connect to this MySQL server"
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:129)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ConnectionImpl.createNewIO(ConnectionImpl.java:828)
	at com.mysql.cj.jdbc.ConnectionImpl.<init>(ConnectionImpl.java:448)
	at com.mysql.cj.jdbc.ConnectionImpl.getInstance(ConnectionImpl.java:241)
	at com.mysql.cj.jdbc.NonRegisteringDriver.connect(NonRegisteringDriver.java:198)
	at com.zaxxer.hikari.util.DriverDataSource.getConnection(DriverDataSource.java:138)
	at com.zaxxer.hikari.pool.PoolBase.newConnection(PoolBase.java:359)
	at com.zaxxer.hikari.pool.PoolBase.newPoolEntry(PoolBase.java:201)
	at com.zaxxer.hikari.pool.HikariPool.createPoolEntry(HikariPool.java:470)
	at com.zaxxer.hikari.pool.HikariPool.checkFailFast(HikariPool.java:561)
	at com.zaxxer.hikari.pool.HikariPool.<init>(HikariPool.java:100)
	at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:112)
	at org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl.getConnection(DatasourceConnectionProviderImpl.java:122)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess.obtainConnection(JdbcEnvironmentInitiator.java:428)
	at org.hibernate.resource.transaction.backend.jdbc.internal.JdbcIsolationDelegate.delegateWork(JdbcIsolationDelegate.java:61)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.getJdbcEnvironmentUsingJdbcMetadata(JdbcEnvironmentInitiator.java:276)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.initiateService(JdbcEnvironmentInitiator.java:107)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.initiateService(JdbcEnvironmentInitiator.java:68)
	at org.hibernate.boot.registry.internal.StandardServiceRegistryImpl.initiateService(StandardServiceRegistryImpl.java:130)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.createService(AbstractServiceRegistryImpl.java:263)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.initializeService(AbstractServiceRegistryImpl.java:238)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.getService(AbstractServiceRegistryImpl.java:215)
	at org.hibernate.boot.model.relational.Database.<init>(Database.java:45)
	at org.hibernate.boot.internal.InFlightMetadataCollectorImpl.getDatabase(InFlightMetadataCollectorImpl.java:223)
	at org.hibernate.boot.internal.InFlightMetadataCollectorImpl.<init>(InFlightMetadataCollectorImpl.java:191)
	at org.hibernate.boot.model.process.spi.MetadataBuildingProcess.complete(MetadataBuildingProcess.java:170)
	at org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl.metadata(EntityManagerFactoryBuilderImpl.java:1432)
	at org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl.build(EntityManagerFactoryBuilderImpl.java:1503)
	at org.springframework.orm.jpa.vendor.SpringHibernateJpaPersistenceProvider.createContainerEntityManagerFactory(SpringHibernateJpaPersistenceProvider.java:75)
	at org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean.createNativeEntityManagerFactory(LocalContainerEntityManagerFactoryBean.java:390)
	at org.springframework.orm.jpa.AbstractEntityManagerFactoryBean.buildNativeEntityManagerFactory(AbstractEntityManagerFactoryBean.java:409)
	at org.springframework.orm.jpa.AbstractEntityManagerFactoryBean.afterPropertiesSet(AbstractEntityManagerFactoryBean.java:396)
	at org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean.afterPropertiesSet(LocalContainerEntityManagerFactoryBean.java:366)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1835)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1784)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:600)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:522)
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:337)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:234)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:335)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:205)
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:952)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:624)
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:754)
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:456)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:335)
	at org.springframework.boot.test.context.SpringBootContextLoader.lambda$loadContext$3(SpringBootContextLoader.java:137)
	at org.springframework.util.function.ThrowingSupplier.get(ThrowingSupplier.java:58)
	at org.springframework.util.function.ThrowingSupplier.get(ThrowingSupplier.java:46)
	at org.springframework.boot.SpringApplication.withHook(SpringApplication.java:1463)
	at org.springframework.boot.test.context.SpringBootContextLoader$ContextLoaderHook.run(SpringBootContextLoader.java:553)
	at org.springframework.boot.test.context.SpringBootContextLoader.loadContext(SpringBootContextLoader.java:137)
	at org.springframework.boot.test.context.SpringBootContextLoader.loadContext(SpringBootContextLoader.java:108)
	at org.springframework.test.context.cache.DefaultCacheAwareContextLoaderDelegate.loadContextInternal(DefaultCacheAwareContextLoaderDelegate.java:225)
	at org.springframework.test.context.cache.DefaultCacheAwareContextLoaderDelegate.loadContext(DefaultCacheAwareContextLoaderDelegate.java:152)
	at org.springframework.test.context.support.DefaultTestContext.getApplicationContext(DefaultTestContext.java:130)
	at org.springframework.test.context.web.ServletTestExecutionListener.setUpRequestContextIfNecessary(ServletTestExecutionListener.java:191)
	at org.springframework.test.context.web.ServletTestExecutionListener.prepareTestInstance(ServletTestExecutionListener.java:130)
	at org.springframework.test.context.TestContextManager.prepareTestInstance(TestContextManager.java:260)
	at org.springframework.test.context.junit.jupiter.SpringExtension.postProcessTestInstance(SpringExtension.java:163)
	at org.junit.jupiter.engine.descriptor.ClassBasedTestDescriptor.lambda$invokeTestInstancePostProcessors$10(ClassBasedTestDescriptor.java:378)
